strategy,baseline_family,split,date,episode_id,start_row,start_timestamp,end_timestamp,direction,kappa_T,task_size,n_steps,depth,initial_mid,final_mid,market_move_signed,scheduled_total,executed_quantity,unfinished,completion_rate,episode_vwap,slippage_notional,slippage_per_share_task,slippage_ticks_per_share,avg_sq_remaining,max_remaining,completion_step,half_completion_step,n_fill_steps,aggressive_ratio,carry_unfilled,local_episode_id,episode_key,data_format,lobster_levels,tick_size,lot_size
twap,classical_control,test,2026-04-09,2026-04-09_0480,3072000,54253.718189703,54352.10725726,buy,0.0,600,64,10,231.82999999999998,231.76,-0.06999999999999318,600,600,0,1.0,231.84766666666673,10.600000000021737,0.017666666666702895,1.7666666666702895,109703.125,590,60,30,60,1.0,True,480,2026-04-09_0480,lobster,10,0.01,10
twap,classical_control,test,2026-04-09,2026-04-09_0481,3078400,54354.114982582,54437.14201949,sell,0.0,600,64,10,231.76999999999998,231.76999999999998,-0.0,600,600,0,1.0,231.7545166666667,9.289999999988595,0.015483333333314324,1.5483333333314324,109703.125,590,60,30,60,1.0,True,481,2026-04-09_0481,lobster,10,0.01,10
twap,classical_control,test,2026-04-09,2026-04-09_0482,3084800,54438.75286371,54546.280132905,sell,0.0,600,64,10,231.77499999999998,231.82,-0.045000000000015916,600,600,0,1.0,231.8066833333334,-19.0100000000034,-0.031683333333339,-3.1683333333339,109703.125,590,60,30,60,1.0,True,482,2026-04-09_0482,lobster,10,0.01,10
twap,classical_control,test,2026-04-09,2026-04-09_0483,3091200,54548.645426751,54608.379744595,sell,0.0,600,64,10,231.8,232.14499999999998,-0.34499999999997044,600,600,0,1.0,232.02055,-132.33000000000357,-0.22055000000000594,-22.055000000000593,109703.125,590,60,30,60,1.0,True,483,2026-04-09_0483,lobster,10,0.01,10
twap,classical_control,test,2026-04-09,2026-04-09_0484,3097600,54608.518814304,54661.633277196,buy,0.0,600,64,10,232.175,232.265,0.08999999999997499,600,600,0,1.0,232.23761666666664,37.57000000000198,0.06261666666666997,6.261666666666997,109703.125,590,60,30,60,1.0,True,484,2026-04-09_0484,lobster,10,0.01,10
twap,classical_control,test,2026-04-09,2026-04-09_0485,3104000,54663.254975851,54729.407767049,sell,0.0,600,64,10,232.26999999999998,232.255,0.014999999999986358,600,600,0,1.0,232.25200000000007,10.799999999992451,0.01799999999998742,1.799999999998742,109703.125,590,60,30,60,1.0,True,485,2026-04-09_0485,lobster,10,0.01,10
twap,classical_control,test,2026-04-09,2026-04-09_0486,3110400,54730.800110862,54794.048149004,buy,0.0,600,64,10,232.25,232.385,0.1349999999999909,600,600,0,1.0,232.26950000000002,11.700000000000273,0.019500000000000454,1.9500000000000455,109703.125,590,60,30,60,1.0,True,486,2026-04-09_0486,lobster,10,0.01,10
twap,classical_control,test,2026-04-09,2026-04-09_0487,3116800,54797.610204276,54887.472048517,buy,0.0,600,64,10,232.385,232.375,-0.009999999999990905,600,600,0,1.0,232.41783333333336,19.700000000004366,0.03283333333334061,3.283333333334061,109703.125,590,60,30,60,1.0,True,487,2026-04-09_0487,lobster,10,0.01,10
twap,classical_control,test,2026-04-09,2026-04-09_0488,3123200,54888.324938638,54956.347740706,buy,0.0,600,64,10,232.35500000000002,232.35500000000002,0.0,600,600,0,1.0,232.47446666666661,71.67999999998801,0.11946666666664668,11.946666666664669,109703.125,590,60,30,60,1.0,True,488,2026-04-09_0488,lobster,10,0.01,10
twap,classical_control,test,2026-04-09,2026-04-09_0489,3129600,54956.3960147,55032.095749631,sell,0.0,600,64,10,232.34500000000003,232.39499999999998,-0.049999999999954525,600,600,0,1.0,232.37159999999997,-15.959999999982301,-0.0265999999999705,-2.65999999999705,109703.125,590,60,30,60,1.0,True,489,2026-04-09_0489,lobster,10,0.01,10
twap,classical_control,test,2026-04-09,2026-04-09_0490,3136000,55033.611993993,55107.320019342,buy,0.0,600,64,10,232.38,232.285,-0.09499999999999886,600,600,0,1.0,232.3578,-13.320000000009713,-0.02220000000001619,-2.220000000001619,109703.125,590,60,30,60,1.0,True,490,2026-04-09_0490,lobster,10,0.01,10
twap,classical_control,test,2026-04-09,2026-04-09_0491,3142400,55108.537185414,55191.40681611,sell,0.0,600,64,10,232.27499999999998,232.34500000000003,-0.07000000000005002,600,600,0,1.0,232.29675000000003,-13.049999999999727,-0.021749999999999544,-2.1749999999999545,109703.125,590,60,30,60,1.0,True,491,2026-04-09_0491,lobster,10,0.01,10
twap,classical_control,test,2026-04-09,2026-04-09_0492,3148800,55192.269244109,55277.492096248,buy,0.0,600,64,10,232.34,232.23000000000002,-0.10999999999998522,600,600,0,1.0,232.32816666666665,-7.100000000002183,-0.01183333333333697,-1.183333333333697,109703.125,590,60,30,60,1.0,True,492,2026-04-09_0492,lobster,10,0.01,10
twap,classical_control,test,2026-04-09,2026-04-09_0493,3155200,55278.261761643,55338.957659936,sell,0.0,600,64,10,232.26,232.29000000000002,-0.03000000000002956,600,600,0,1.0,232.21656666666672,26.059999999999036,0.04343333333333173,4.343333333333173,109703.125,590,60,30,60,1.0,True,493,2026-04-09_0493,lobster,10,0.01,10
twap,classical_control,test,2026-04-09,2026-04-09_0494,3161600,55342.4051625,55420.238262687,sell,0.0,600,64,10,232.285,232.245,0.03999999999999204,600,600,0,1.0,232.19335,54.989999999992506,0.0916499999999875,9.16499999999875,109703.125,590,60,30,60,1.0,True,494,2026-04-09_0494,lobster,10,0.01,10
twap,classical_control,test,2026-04-09,2026-04-09_0495,3168000,55421.290069488,55508.539028987,buy,0.0,600,64,10,232.26,232.325,0.06499999999999773,600,600,0,1.0,232.30538333333345,27.230000000011387,0.04538333333335231,4.538333333335231,109703.125,590,60,30,60,1.0,True,495,2026-04-09_0495,lobster,10,0.01,10
twap,classical_control,test,2026-04-09,2026-04-09_0496,3174400,55508.565385144,55582.723595861,buy,0.0,600,64,10,232.325,232.34,0.01500000000001478,600,600,0,1.0,232.3183166666667,-4.009999999994761,-0.006683333333324602,-0.6683333333324603,109703.125,590,60,30,60,1.0,True,496,2026-04-09_0496,lobster,10,0.01,10
twap,classical_control,test,2026-04-09,2026-04-09_0497,3180800,55584.669949129,55668.187283931,buy,0.0,600,64,10,232.345,232.44,0.09499999999999886,600,600,0,1.0,232.32488333333328,-12.069999999986067,-0.020116666666643444,-2.0116666666643446,109703.125,590,60,30,60,1.0,True,497,2026-04-09_0497,lobster,10,0.01,10
twap,classical_control,test,2026-04-09,2026-04-09_0498,3187200,55670.740531799,55760.380529704,buy,0.0,600,64,10,232.42000000000002,232.325,-0.09500000000002728,600,600,0,1.0,232.35813333333334,-37.12000000001308,-0.06186666666668846,-6.186666666668846,109703.125,590,60,30,60,1.0,True,498,2026-04-09_0498,lobster,10,0.01,10
twap,classical_control,test,2026-04-09,2026-04-09_0499,3193600,55761.612102236,55833.02924301,sell,0.0,600,64,10,232.34,232.625,-0.2849999999999966,600,600,0,1.0,232.39636666666658,-33.819999999995616,-0.05636666666665936,-5.636666666665936,109703.125,590,60,30,60,1.0,True,499,2026-04-09_0499,lobster,10,0.01,10
twap,classical_control,test,2026-04-09,2026-04-09_0500,3200000,55833.148370016,55897.09029555,sell,0.0,600,64,10,232.63,232.575,0.05500000000000682,600,600,0,1.0,232.62295000000003,4.230000000011842,0.007050000000019736,0.7050000000019736,109703.125,590,60,30,60,1.0,True,500,2026-04-09_0500,lobster,10,0.01,10
twap,classical_control,test,2026-04-09,2026-04-09_0501,3206400,55899.029708863,55956.677439592,sell,0.0,600,64,10,232.56,232.68,-0.12000000000000455,600,600,0,1.0,232.56996666666674,-5.980000000006385,-0.009966666666677308,-0.9966666666677307,109703.125,590,60,30,60,1.0,True,501,2026-04-09_0501,lobster,10,0.01,10
twap,classical_control,test,2026-04-09,2026-04-09_0502,3212800,55958.0275061,56016.265239411,buy,0.0,600,64,10,232.68,232.55,-0.12999999999999545,600,600,0,1.0,232.60559999999992,-44.64000000001215,-0.07440000000002026,-7.440000000002025,109703.125,590,60,30,60,1.0,True,502,2026-04-09_0502,lobster,10,0.01,10
twap,classical_control,test,2026-04-09,2026-04-09_0503,3219200,56016.72348161,56087.710975865,buy,0.0,600,64,10,232.535,232.53500000000003,2.842170943040401e-14,600,600,0,1.0,232.60026666666667,39.16000000000622,0.06526666666667703,6.526666666667704,109703.125,590,60,30,60,1.0,True,503,2026-04-09_0503,lobster,10,0.01,10
twap,classical_control,test,2026-04-09,2026-04-09_0504,3225600,56087.762378908,56120.194934738,sell,0.0,600,64,10,232.515,232.42000000000002,0.09499999999997044,600,600,0,1.0,232.5143666666666,0.3799999999778265,0.0006333333332963775,0.06333333332963775,109703.125,590,60,30,60,1.0,True,504,2026-04-09_0504,lobster,10,0.01,10
twap,classical_control,test,2026-04-09,2026-04-09_0505,3232000,56120.591282305,56175.345079274,sell,0.0,600,64,10,232.435,232.48000000000002,-0.045000000000015916,600,600,0,1.0,232.44414999999998,-5.49000000000251,-0.009150000000004184,-0.9150000000004184,109703.125,590,60,30,60,1.0,True,505,2026-04-09_0505,lobster,10,0.01,10
twap,classical_control,test,2026-04-09,2026-04-09_0506,3238400,56175.517984834,56252.463852802,buy,0.0,600,64,10,232.48000000000002,232.525,0.044999999999987494,600,600,0,1.0,232.48953333333333,5.71999999999116,0.0095333333333186,0.95333333333186,109703.125,590,60,30,60,1.0,True,506,2026-04-09_0506,lobster,10,0.01,10
twap,classical_control,test,2026-04-09,2026-04-09_0507,3244800,56252.670979616,56319.238559795,sell,0.0,600,64,10,232.53,232.89,-0.3599999999999852,600,600,0,1.0,232.72270000000003,-115.61999999999261,-0.1926999999999877,-19.26999999999877,109703.125,590,60,30,60,1.0,True,507,2026-04-09_0507,lobster,10,0.01,10
twap,classical_control,test,2026-04-09,2026-04-09_0508,3251200,56320.084826218,56373.7864882,sell,0.0,600,64,10,232.875,232.825,0.05000000000001137,600,600,0,1.0,232.83941666666666,21.350000000001728,0.035583333333336215,3.5583333333336213,109703.125,590,60,30,60,1.0,True,508,2026-04-09_0508,lobster,10,0.01,10
twap,classical_control,test,2026-04-09,2026-04-09_0509,3257600,56374.058866852,56430.202856007,sell,0.0,600,64,10,232.845,232.905,-0.060000000000002274,600,600,0,1.0,232.8926833333333,-28.61000000001013,-0.04768333333335022,-4.768333333335022,109703.125,590,60,30,60,1.0,True,509,2026-04-09_0509,lobster,10,0.01,10
twap,classical_control,test,2026-04-09,2026-04-09_0510,3264000,56431.135817733,56497.200628112,buy,0.0,600,64,10,232.92000000000002,232.945,0.024999999999977263,600,600,0,1.0,232.93886666666663,11.319999999977881,0.0188666666666298,1.88666666666298,109703.125,590,60,30,60,1.0,True,510,2026-04-09_0510,lobster,10,0.01,10
twap,classical_control,test,2026-04-09,2026-04-09_0511,3270400,56497.634771765,56554.074255824,sell,0.0,600,64,10,232.935,232.97,-0.03499999999999659,600,600,0,1.0,232.88948333333337,27.309999999996762,0.04551666666666127,4.551666666666127,109703.125,590,60,30,60,1.0,True,511,2026-04-09_0511,lobster,10,0.01,10
twap,classical_control,test,2026-04-09,2026-04-09_0512,3276800,56556.452427055,56596.370890381,buy,0.0,600,64,10,232.97,232.995,0.025000000000005684,600,600,0,1.0,233.06200000000007,55.200000000012096,0.09200000000002016,9.200000000002015,109703.125,590,60,30,60,1.0,True,512,2026-04-09_0512,lobster,10,0.01,10
twap,classical_control,test,2026-04-09,2026-04-09_0513,3283200,56597.82591549,56657.052687551,sell,0.0,600,64,10,233.005,232.975,0.030000000000001137,600,600,0,1.0,233.02343333333332,-11.05999999999267,-0.018433333333321117,-1.8433333333321116,109703.125,590,60,30,60,1.0,True,513,2026-04-09_0513,lobster,10,0.01,10
twap,classical_control,test,2026-04-09,2026-04-09_0514,3289600,56659.04169104,56726.624346932,sell,0.0,600,64,10,232.985,233.09,-0.10499999999998977,600,600,0,1.0,233.01320000000007,-16.919999999975516,-0.028199999999959195,-2.8199999999959195,109703.125,590,60,30,60,1.0,True,514,2026-04-09_0514,lobster,10,0.01,10
twap,classical_control,test,2026-04-09,2026-04-09_0515,3296000,56726.771522522,56787.862966851,buy,0.0,600,64,10,233.07999999999998,233.11,0.03000000000002956,600,600,0,1.0,233.13430000000002,32.58000000001766,0.054300000000029436,5.430000000002944,109703.125,590,60,30,60,1.0,True,515,2026-04-09_0515,lobster,10,0.01,10
twap,classical_control,test,2026-04-09,2026-04-09_0516,3302400,56788.921917617,56843.513822791,buy,0.0,600,64,10,233.11,233.115,0.0049999999999954525,600,600,0,1.0,233.1225,7.499999999979082,0.012499999999965136,1.2499999999965137,109703.125,590,60,30,60,1.0,True,516,2026-04-09_0516,lobster,10,0.01,10
twap,classical_control,test,2026-04-09,2026-04-09_0517,3308800,56844.421316452,56912.365905172,buy,0.0,600,64,10,233.115,233.04500000000002,-0.06999999999999318,600,600,0,1.0,233.06400000000008,-30.60000000000082,-0.051000000000001364,-5.100000000000136,109703.125,590,60,30,60,1.0,True,517,2026-04-09_0517,lobster,10,0.01,10
twap,classical_control,test,2026-04-09,2026-04-09_0518,3315200,56913.173539033,56976.36081358,buy,0.0,600,64,10,233.055,232.89999999999998,-0.15500000000002956,600,600,0,1.0,233.06333333333333,4.9999999999954525,0.008333333333325754,0.8333333333325754,109703.125,590,60,30,60,1.0,True,518,2026-04-09_0518,lobster,10,0.01,10
twap,classical_control,test,2026-04-09,2026-04-09_0519,3321600,56976.715277215,57009.817537459,sell,0.0,600,64,10,232.89499999999998,232.695,0.19999999999998863,600,600,0,1.0,232.80160000000004,56.03999999998996,0.09339999999998326,9.339999999998327,109703.125,590,60,30,60,1.0,True,519,2026-04-09_0519,lobster,10,0.01,10
twap,classical_control,test,2026-04-09,2026-04-09_0520,3328000,57010.116231623,57039.514940278,sell,0.0,600,64,10,232.68,232.845,-0.16499999999999204,600,600,0,1.0,232.7396666666666,-35.79999999998472,-0.0596666666666412,-5.96666666666412,109703.125,590,60,30,60,1.0,True,520,2026-04-09_0520,lobster,10,0.01,10
twap,classical_control,test,2026-04-09,2026-04-09_0521,3334400,57040.03582967,57070.982679413,sell,0.0,600,64,10,232.815,232.57999999999998,0.23500000000001364,600,600,0,1.0,232.80196666666666,7.820000000003802,0.01303333333333967,1.303333333333967,109703.125,590,60,30,60,1.0,True,521,2026-04-09_0521,lobster,10,0.01,10
twap,classical_control,test,2026-04-09,2026-04-09_0522,3340800,57071.447013773,57099.584722404,sell,0.0,600,64,10,232.56,232.335,0.22499999999999432,600,600,0,1.0,232.42266666666677,82.3999999999919,0.13733333333331985,13.733333333331984,109703.125,590,60,30,60,1.0,True,522,2026-04-09_0522,lobster,10,0.01,10
twap,classical_control,test,2026-04-09,2026-04-09_0523,3347200,57100.00217973,57125.148849427,buy,0.0,600,64,10,232.325,232.32999999999998,0.0049999999999954525,600,600,0,1.0,232.3503333333333,15.200000000002092,0.02533333333333682,2.533333333333682,109703.125,590,60,30,60,1.0,True,523,2026-04-09_0523,lobster,10,0.01,10
twap,classical_control,test,2026-04-09,2026-04-09_0524,3353600,57126.976464968,57161.0312105,buy,0.0,600,64,10,232.325,232.535,0.21000000000000796,600,600,0,1.0,232.4560833333333,78.64999999999964,0.13108333333333272,13.108333333333272,109703.125,590,60,30,60,1.0,True,524,2026-04-09_0524,lobster,10,0.01,10
twap,classical_control,test,2026-04-09,2026-04-09_0525,3360000,57161.073129279,57203.63110197,sell,0.0,600,64,10,232.53,232.53500000000003,-0.005000000000023874,600,600,0,1.0,232.49460000000002,21.24000000001115,0.03540000000001858,3.5400000000018585,109703.125,590,60,30,60,1.0,True,525,2026-04-09_0525,lobster,10,0.01,10
twap,classical_control,test,2026-04-09,2026-04-09_0526,3366400,57205.423758278,57257.133685827,buy,0.0,600,64,10,232.535,232.51,-0.025000000000005684,600,600,0,1.0,232.5311499999999,-2.3099999999922147,-0.0038499999999870244,-0.38499999999870244,109703.125,590,60,30,60,1.0,True,526,2026-04-09_0526,lobster,10,0.01,10
twap,classical_control,test,2026-04-09,2026-04-09_0527,3372800,57257.801765542,57290.01067481,sell,0.0,600,64,10,232.485,232.875,-0.38999999999998636,600,600,0,1.0,232.5255833333334,-24.34999999997717,-0.040583333333295286,-4.058333333329529,109703.125,590,60,30,60,1.0,True,527,2026-04-09_0527,lobster,10,0.01,10
twap,classical_control,test,2026-04-09,2026-04-09_0528,3379200,57290.014324015,57304.662628944,buy,0.0,600,64,10,232.89999999999998,233.14499999999998,0.24500000000000455,600,600,0,1.0,233.0945,116.69999999999891,0.19449999999999817,19.449999999999818,109703.125,590,60,30,60,1.0,True,528,2026-04-09_0528,lobster,10,0.01,10
twap,classical_control,test,2026-04-09,2026-04-09_0529,3385600,57305.184037156,57327.685493814,sell,0.0,600,64,10,233.11,233.01999999999998,0.09000000000003183,600,600,0,1.0,233.06731666666664,25.610000000019227,0.04268333333336538,4.268333333336538,109703.125,590,60,30,60,1.0,True,529,2026-04-09_0529,lobster,10,0.01,10
twap,classical_control,test,2026-04-09,2026-04-09_0530,3392000,57327.792084214,57362.382987108,buy,0.0,600,64,10,233.03,233.24,0.21000000000000796,600,600,0,1.0,233.08294999999998,31.769999999992706,0.05294999999998784,5.294999999998784,109703.125,590,60,30,60,1.0,True,530,2026-04-09_0530,lobster,10,0.01,10
twap,classical_control,test,2026-04-09,2026-04-09_0531,3398400,57362.435531127,57390.704085509,sell,0.0,600,64,10,233.23000000000002,233.14499999999998,0.08500000000003638,600,600,0,1.0,233.20783333333327,13.300000000016098,0.022166666666693497,2.2166666666693495,109703.125,590,60,30,60,1.0,True,531,2026-04-09_0531,lobster,10,0.01,10
twap,classical_control,test,2026-04-09,2026-04-09_0532,3404800,57390.991595915,57421.861629681,buy,0.0,600,64,10,233.14999999999998,233.215,0.06500000000002615,600,600,0,1.0,233.1955166666666,27.309999999996307,0.045516666666660516,4.551666666666051,109703.125,590,60,30,60,1.0,True,532,2026-04-09_0532,lobster,10,0.01,10
twap,classical_control,test,2026-04-09,2026-04-09_0533,3411200,57422.87464702,57451.217629842,buy,0.0,600,64,10,233.215,233.095,-0.12000000000000455,600,600,0,1.0,233.11636666666658,-59.18000000000484,-0.0986333333333414,-9.86333333333414,109703.125,590,60,30,60,1.0,True,533,2026-04-09_0533,lobster,10,0.01,10
twap,classical_control,test,2026-04-09,2026-04-09_0534,3417600,57451.849408993,57478.383597745,buy,0.0,600,64,10,233.085,233.07,-0.01500000000001478,600,600,0,1.0,233.07783333333336,-4.29999999999518,-0.007166666666658633,-0.7166666666658633,109703.125,590,60,30,60,1.0,True,534,2026-04-09_0534,lobster,10,0.01,10
twap,classical_control,test,2026-04-09,2026-04-09_0535,3424000,57479.009566801,57512.157241629,sell,0.0,600,64,10,233.065,233.155,-0.09000000000000341,600,600,0,1.0,233.115,-29.99999999999227,-0.04999999999998712,-4.999999999998711,109703.125,590,60,30,60,1.0,True,535,2026-04-09_0535,lobster,10,0.01,10
twap,classical_control,test,2026-04-09,2026-04-09_0536,3430400,57513.550592624,57540.495417762,buy,0.0,600,64,10,233.155,233.245,0.09000000000000341,600,600,0,1.0,233.25283333333346,58.699999999987995,0.09783333333331333,9.783333333331333,109703.125,590,60,30,60,1.0,True,536,2026-04-09_0536,lobster,10,0.01,10
twap,classical_control,test,2026-04-09,2026-04-09_0537,3436800,57540.615368921,57566.731057204,sell,0.0,600,64,10,233.25,233.195,0.05500000000000682,600,600,0,1.0,233.2046666666667,27.200000000005275,0.04533333333334213,4.5333333333342125,109703.125,590,60,30,60,1.0,True,537,2026-04-09_0537,lobster,10,0.01,10
twap,classical_control,test,2026-04-09,2026-04-09_0538,3443200,57567.04885116,57580.204980876,buy,0.0,600,64,10,233.175,233.345,0.1699999999999875,600,600,0,1.0,233.31575,84.44999999999982,0.1407499999999997,14.074999999999969,109703.125,590,60,30,60,1.0,True,538,2026-04-09_0538,lobster,10,0.01,10
twap,classical_control,test,2026-04-09,2026-04-09_0539,3449600,57580.483841589,57592.957534523,buy,0.0,600,64,10,233.32999999999998,233.415,0.08500000000000796,600,600,0,1.0,233.37266666666673,25.600000000015825,0.04266666666669304,4.2666666666693045,109703.125,590,60,30,60,1.0,True,539,2026-04-09_0539,lobster,10,0.01,10
twap,classical_control,test,2026-04-09,2026-04-09_0540,3456000,57592.977597891,57594.456147205,sell,0.0,600,64,10,233.425,233.41500000000002,0.009999999999990905,600,600,0,1.0,233.41913333333335,3.5200000000022555,0.005866666666670426,0.5866666666670426,109703.125,590,60,30,60,1.0,True,540,2026-04-09_0540,lobster,10,0.01,10
twap,classical_control,test,2026-04-09,2026-04-09_0541,3462400,57594.456868651,57596.001901052,buy,0.0,600,64,10,233.41500000000002,233.39,-0.025000000000034106,600,600,0,1.0,233.41283333333334,-1.3000000000065484,-0.0021666666666775806,-0.21666666666775805,109703.125,590,60,30,60,1.0,True,541,2026-04-09_0541,lobster,10,0.01,10
twap,classical_control,test,2026-04-09,2026-04-09_0542,3468800,57596.00325288,57597.615484178,buy,0.0,600,64,10,233.39,233.495,0.10500000000001819,600,600,0,1.0,233.4698166666668,47.89000000001806,0.07981666666669678,7.981666666669677,109703.125,590,60,30,60,1.0,True,542,2026-04-09_0542,lobster,10,0.01,10
twap,classical_control,test,2026-04-10,2026-04-10_0000,0,34200.000162894,34203.764836815,buy,0.0,600,64,10,235.22,236.865,1.6450000000000102,600,600,0,1.0,236.36894999999996,689.3700000000108,1.148950000000018,114.8950000000018,109703.125,590,60,30,60,1.0,True,0,2026-04-10_0000,lobster,10,0.01,10
twap,classical_control,test,2026-04-10,2026-04-10_0001,6400,34203.789205249,34220.640294449,buy,0.0,600,64,10,236.88,236.45999999999998,-0.4200000000000159,600,600,0,1.0,236.505,-225.00000000001046,-0.37500000000001743,-37.50000000000174,109703.125,590,60,30,60,1.0,True,1,2026-04-10_0001,lobster,10,0.01,10
twap,classical_control,test,2026-04-10,2026-04-10_0002,12800,34220.70831819,34237.886367239,buy,0.0,600,64,10,236.45499999999998,236.64,0.18500000000000227,600,600,0,1.0,236.58521666666667,78.13000000001784,0.1302166666666964,13.02166666666964,109703.125,590,60,30,60,1.0,True,2,2026-04-10_0002,lobster,10,0.01,10
twap,classical_control,test,2026-04-10,2026-04-10_0003,19200,34238.04362415,34270.334902201,buy,0.0,600,64,10,236.595,236.76999999999998,0.17499999999998295,600,600,0,1.0,236.6285,20.100000000011278,0.0335000000000188,3.3500000000018795,109703.125,590,60,30,60,1.0,True,3,2026-04-10_0003,lobster,10,0.01,10
twap,classical_control,test,2026-04-10,2026-04-10_0004,25600,34270.363488847,34288.248972544,buy,0.0,600,64,10,236.7,236.925,0.22500000000002274,600,600,0,1.0,236.77525000000003,45.15000000000009,0.07525000000000015,7.5250000000000155,109703.125,590,60,30,60,1.0,True,4,2026-04-10_0004,lobster,10,0.01,10
twap,classical_control,test,2026-04-10,2026-04-10_0005,32000,34288.460415995,34302.989228035,buy,0.0,600,64,10,236.98000000000002,237.265,0.28499999999996817,600,600,0,1.0,237.06631666666664,51.789999999987685,0.08631666666664614,8.631666666664614,109703.125,590,60,30,60,1.0,True,5,2026-04-10_0005,lobster,10,0.01,10
twap,classical_control,test,2026-04-10,2026-04-10_0006,38400,34303.53366655,34322.65760856,buy,0.0,600,64,10,237.28,236.88,-0.4000000000000057,600,600,0,1.0,237.02156666666667,-155.06000000001222,-0.2584333333333537,-25.84333333333537,109703.125,590,60,30,60,1.0,True,6,2026-04-10_0006,lobster,10,0.01,10
twap,classical_control,test,2026-04-10,2026-04-10_0007,44800,34322.764793831,34340.101009429,sell,0.0,600,64,10,236.91,236.715,0.19499999999999318,600,600,0,1.0,236.7893666666667,72.37999999999329,0.12063333333332214,12.063333333332215,109703.125,590,60,30,60,1.0,True,7,2026-04-10_0007,lobster,10,0.01,10
twap,classical_control,test,2026-04-10,2026-04-10_0008,51200,34340.473894963,34360.958088426,sell,0.0,600,64,10,236.715,236.79500000000002,-0.0800000000000125,600,600,0,1.0,236.68813333333324,16.120000000008986,0.02686666666668164,2.6866666666681644,109703.125,590,60,30,60,1.0,True,8,2026-04-10_0008,lobster,10,0.01,10
twap,classical_control,test,2026-04-10,2026-04-10_0009,57600,34361.221939547,34378.666249922,sell,0.0,600,64,10,236.76,237.115,-0.3550000000000182,600,600,0,1.0,236.92740000000006,-100.44000000000688,-0.16740000000001146,-16.740000000001146,109703.125,590,60,30,60,1.0,True,9,2026-04-10_0009,lobster,10,0.01,10
twap,classical_control,test,2026-04-10,2026-04-10_0010,64000,34379.003677661,34392.097275404,sell,0.0,600,64,10,237.12,237.34500000000003,-0.22500000000002274,600,600,0,1.0,237.2407666666667,-72.46000000000822,-0.12076666666668037,-12.076666666668038,109703.125,590,60,30,60,1.0,True,10,2026-04-10_0010,lobster,10,0.01,10
twap,classical_control,test,2026-04-10,2026-04-10_0011,70400,34392.298592433,34400.723107721,buy,0.0,600,64,10,237.35500000000002,236.96499999999997,-0.3900000000000432,600,600,0,1.0,237.0528333333333,-181.30000000000973,-0.3021666666666829,-30.21666666666829,109703.125,590,60,30,60,1.0,True,11,2026-04-10_0011,lobster,10,0.01,10
twap,classical_control,test,2026-04-10,2026-04-10_0012,76800,34400.738834851,34426.831369418,buy,0.0,600,64,10,236.97,236.84,-0.12999999999999545,600,600,0,1.0,236.93681666666672,-19.909999999989395,-0.03318333333331566,-3.318333333331566,109703.125,590,60,30,60,1.0,True,12,2026-04-10_0012,lobster,10,0.01,10
twap,classical_control,test,2026-04-10,2026-04-10_0013,83200,34427.328397824,34450.363161862,sell,0.0,600,64,10,236.8,236.95999999999998,-0.15999999999996817,600,600,0,1.0,236.90488333333332,-62.92999999999893,-0.10488333333333154,-10.488333333333154,109703.125,590,60,30,60,1.0,True,13,2026-04-10_0013,lobster,10,0.01,10
twap,classical_control,test,2026-04-10,2026-04-10_0014,89600,34450.996602031,34472.02607605,sell,0.0,600,64,10,236.95499999999998,237.5,-0.5450000000000159,600,600,0,1.0,237.21333333333328,-155.00000000001592,-0.25833333333335984,-25.833333333335986,109703.125,590,60,30,60,1.0,True,14,2026-04-10_0014,lobster,10,0.01,10
twap,classical_control,test,2026-04-10,2026-04-10_0015,96000,34472.052063446,34489.481513213,buy,0.0,600,64,10,237.48000000000002,237.515,0.03499999999996817,600,600,0,1.0,237.5923,67.37999999998829,0.11229999999998047,11.229999999998048,109703.125,590,60,30,60,1.0,True,15,2026-04-10_0015,lobster,10,0.01,10
twap,classical_control,test,2026-04-10,2026-04-10_0016,102400,34489.834879699,34505.027668879,sell,0.0,600,64,10,237.54000000000002,237.55,-0.009999999999990905,600,600,0,1.0,237.4768833333333,37.87000000000444,0.06311666666667407,6.311666666667406,109703.125,590,60,30,60,1.0,True,16,2026-04-10_0016,lobster,10,0.01,10
twap,classical_control,test,2026-04-10,2026-04-10_0017,108800,34505.370631112,34527.324701932,buy,0.0,600,64,10,237.555,237.48000000000002,-0.07499999999998863,600,600,0,1.0,237.49808333333334,-34.150000000010095,-0.05691666666668349,-5.6916666666683495,109703.125,590,60,30,60,1.0,True,17,2026-04-10_0017,lobster,10,0.01,10
twap,classical_control,test,2026-04-10,2026-04-10_0018,115200,34527.822673722,34548.833447165,sell,0.0,600,64,10,237.485,237.76,-0.27499999999997726,600,600,0,1.0,237.50166666666672,-9.999999999976353,-0.016666666666627254,-1.6666666666627254,109703.125,590,60,30,60,1.0,True,18,2026-04-10_0018,lobster,10,0.01,10
twap,classical_control,test,2026-04-10,2026-04-10_0019,121600,34549.311085794,34562.187293483,sell,0.0,600,64,10,237.73000000000002,237.625,0.10500000000001819,600,600,0,1.0,237.64130000000006,53.22000000001162,0.08870000000001937,8.870000000001937,109703.125,590,60,30,60,1.0,True,19,2026-04-10_0019,lobster,10,0.01,10
